subject_name,subject_id,subject_category,subject_id_prefix,object_name,object_id,object_category,object_id_prefix,predicate,frequency_qualifier,subject_aspect_qualifier,has_count,supporting_study_cohort
RBM10,8241,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0670194003527336,Mutation,38,TCGA
SETD2,29072,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0652557319223985,Mutation,37,TCGA
PIK3CG,5294,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0617283950617283,Mutation,35,TCGA
ATRX,546,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0617283950617283,Mutation,35,TCGA
ARID1A,8289,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0617283950617283,Mutation,35,TCGA
POLQ,10721,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0599647266313932,Mutation,34,TCGA
APC,324,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0599647266313932,Mutation,34,TCGA
FLNA,2316,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0599647266313932,Mutation,34,TCGA
RB1,5925,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0599647266313932,Mutation,34,TCGA
ALK,238,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0599647266313932,Mutation,34,TCGA
PLCB4,5332,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0599647266313932,Mutation,34,TCGA
KMT2A,4297,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0582010582010582,Mutation,33,TCGA
KIF1A,547,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0564373897707231,Mutation,32,TCGA
CARD11,84433,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.054673721340388,Mutation,31,TCGA
BRCA2,675,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.054673721340388,Mutation,31,TCGA
GABRA6,2559,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0529100529100529,Mutation,30,TCGA
KEL,3792,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0511463844797178,Mutation,29,TCGA
NIPBL,25836,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0511463844797178,Mutation,29,TCGA
CACNA1A,773,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0511463844797178,Mutation,29,TCGA
CHD8,57680,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0511463844797178,Mutation,29,TCGA
TP53,7157,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.835051546391752,Mutation,405,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.235051546391752,Mutation,114,TCGA
SPTA1,6708,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.212371134020618,Mutation,103,TCGA
APOB,338,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.158762886597938,Mutation,77,TCGA
KMT2C,58508,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.152577319587628,Mutation,74,TCGA
CDKN2A,1029,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.150515463917525,Mutation,73,TCGA
NFE2L2,4780,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.148453608247422,Mutation,72,TCGA
FAT1,2195,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.148453608247422,Mutation,72,TCGA
DMD,1756,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.131958762886597,Mutation,64,TCGA
PIK3CA,5290,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.115463917525773,Mutation,56,TCGA
NF1,4763,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.115463917525773,Mutation,56,TCGA
KEAP1,9817,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.109278350515463,Mutation,53,TCGA
PTEN,5728,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.10721649484536,Mutation,52,TCGA
ERBB4,2066,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.088659793814433,Mutation,43,TCGA
HUWE1,10075,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0824742268041237,Mutation,40,TCGA
NOTCH1,4851,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0804123711340206,Mutation,39,TCGA
EPHA3,2042,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0804123711340206,Mutation,39,TCGA
ZFHX3,463,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0783505154639175,Mutation,38,TCGA
PIK3CG,5294,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0783505154639175,Mutation,38,TCGA
POLQ,10721,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0783505154639175,Mutation,38,TCGA
CACNA1A,773,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0762886597938144,Mutation,37,TCGA
MACF1,23499,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0762886597938144,Mutation,37,TCGA
PTPRC,5788,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0721649484536082,Mutation,35,TCGA
CREBBP,1387,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0721649484536082,Mutation,35,TCGA
PTPRD,5789,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0701030927835051,Mutation,34,TCGA
TLR4,7099,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0701030927835051,Mutation,34,TCGA
HGF,3082,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.068041237113402,Mutation,33,TCGA
RB1,5925,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.068041237113402,Mutation,33,TCGA
ARID1A,8289,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.068041237113402,Mutation,33,TCGA
RASA1,5921,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.068041237113402,Mutation,33,TCGA
BRCA2,675,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0659793814432989,Mutation,32,TCGA
FLNA,2316,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0639175257731958,Mutation,31,TCGA
NSD1,64324,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0597938144329896,Mutation,29,TCGA
ARHGAP35,2909,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0597938144329896,Mutation,29,TCGA
ATM,472,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0577319587628866,Mutation,28,TCGA
APC,324,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0556701030927835,Mutation,27,TCGA
KMT2A,4297,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0556701030927835,Mutation,27,TCGA
MUC6,4588,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0556701030927835,Mutation,27,TCGA
COL5A1,1289,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0536082474226804,Mutation,26,TCGA
PLXNB2,23654,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0536082474226804,Mutation,26,TCGA
POLE,5426,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0536082474226804,Mutation,26,TCGA
IL7R,3575,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0536082474226804,Mutation,26,TCGA
KDM6A,7403,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0515463917525773,Mutation,25,TCGA
USP9X,8239,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0515463917525773,Mutation,25,TCGA
NCOR1,9611,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0515463917525773,Mutation,25,TCGA
MYH9,4627,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0515463917525773,Mutation,25,TCGA
MED12,9968,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0515463917525773,Mutation,25,TCGA
FBXW7,55294,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0515463917525773,Mutation,25,TCGA
CUL3,8452,Gene,NCBIGene,TCGA-LUSC,MONDO:0005097,Disease,MONDO,gene_associated_with_condition,0.0515463917525773,Mutation,25,TCGA
NF2,4771,Gene,NCBIGene,TCGA-MESO,MONDO:0005065,Disease,MONDO,gene_associated_with_condition,0.24390243902439,Mutation,20,TCGA
BAP1,8314,Gene,NCBIGene,TCGA-MESO,MONDO:0005065,Disease,MONDO,gene_associated_with_condition,0.219512195121951,Mutation,18,TCGA
TP53,7157,Gene,NCBIGene,TCGA-MESO,MONDO:0005065,Disease,MONDO,gene_associated_with_condition,0.170731707317073,Mutation,14,TCGA
SETD2,29072,Gene,NCBIGene,TCGA-MESO,MONDO:0005065,Disease,MONDO,gene_associated_with_condition,0.0975609756097561,Mutation,8,TCGA
LATS2,26524,Gene,NCBIGene,TCGA-MESO,MONDO:0005065,Disease,MONDO,gene_associated_with_condition,0.0975609756097561,Mutation,8,TCGA
TP53,7157,Gene,NCBIGene,TCGA-OV,MONDO:0006046,Disease,MONDO,gene_associated_with_condition,0.905339805825242,Mutation,373,TCGA
NF1,4763,Gene,NCBIGene,TCGA-OV,MONDO:0006046,Disease,MONDO,gene_associated_with_condition,0.0728155339805825,Mutation,30,TCGA
KMT2C,58508,Gene,NCBIGene,TCGA-OV,MONDO:0006046,Disease,MONDO,gene_associated_with_condition,0.0631067961165048,Mutation,26,TCGA
APOB,338,Gene,NCBIGene,TCGA-OV,MONDO:0006046,Disease,MONDO,gene_associated_with_condition,0.058252427184466,Mutation,24,TCGA
KRAS,3845,Gene,NCBIGene,TCGA-PAAD,MONDO:0006047,Disease,MONDO,gene_associated_with_condition,0.666666666666666,Mutation,118,TCGA
TP53,7157,Gene,NCBIGene,TCGA-PAAD,MONDO:0006047,Disease,MONDO,gene_associated_with_condition,0.610169491525423,Mutation,108,TCGA
SMAD4,4089,Gene,NCBIGene,TCGA-PAAD,MONDO:0006047,Disease,MONDO,gene_associated_with_condition,0.209039548022598,Mutation,37,TCGA
CDKN2A,1029,Gene,NCBIGene,TCGA-PAAD,MONDO:0006047,Disease,MONDO,gene_associated_with_condition,0.19774011299435,Mutation,35,TCGA
RNF43,54894,Gene,NCBIGene,TCGA-PAAD,MONDO:0006047,Disease,MONDO,gene_associated_with_condition,0.0621468926553672,Mutation,11,TCGA
ARID1A,8289,Gene,NCBIGene,TCGA-PAAD,MONDO:0006047,Disease,MONDO,gene_associated_with_condition,0.0508474576271186,Mutation,9,TCGA
GNAS,2778,Gene,NCBIGene,TCGA-PAAD,MONDO:0006047,Disease,MONDO,gene_associated_with_condition,0.0508474576271186,Mutation,9,TCGA
HRAS,3265,Gene,NCBIGene,TCGA-PCPG,MONDO:0004974,Disease,MONDO,gene_associated_with_condition,0.100558659217877,Mutation,18,TCGA
NF1,4763,Gene,NCBIGene,TCGA-PCPG,MONDO:0004974,Disease,MONDO,gene_associated_with_condition,0.0893854748603352,Mutation,16,TCGA
TP53,7157,Gene,NCBIGene,TCGA-PRAD,MONDO:0005082,Disease,MONDO,gene_associated_with_condition,0.116700201207243,Mutation,58,TCGA
SPOP,8405,Gene,NCBIGene,TCGA-PRAD,MONDO:0005082,Disease,MONDO,gene_associated_with_condition,0.112676056338028,Mutation,56,TCGA
FOXA1,3169,Gene,NCBIGene,TCGA-PRAD,MONDO:0005082,Disease,MONDO,gene_associated_with_condition,0.056338028169014,Mutation,28,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-PRAD,MONDO:0005082,Disease,MONDO,gene_associated_with_condition,0.056338028169014,Mutation,28,TCGA
KMT2C,58508,Gene,NCBIGene,TCGA-PRAD,MONDO:0005082,Disease,MONDO,gene_associated_with_condition,0.0503018108651911,Mutation,25,TCGA
APC,324,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.8,Mutation,120,TCGA
TP53,7157,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.733333333333333,Mutation,110,TCGA
KRAS,3845,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.393333333333333,Mutation,59,TCGA
FBXW7,55294,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.18,Mutation,27,TCGA
SMAD4,4089,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.146666666666666,Mutation,22,TCGA
PIK3CA,5290,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.146666666666666,Mutation,22,TCGA
ATM,472,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.113333333333333,Mutation,17,TCGA
NRAS,4893,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.1,Mutation,15,TCGA
SPTA1,6708,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.1,Mutation,15,TCGA
TCF7L2,6934,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0933333333333333,Mutation,14,TCGA
ERBB4,2066,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0866666666666666,Mutation,13,TCGA
DMD,1756,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0866666666666666,Mutation,13,TCGA
MACF1,23499,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.08,Mutation,12,TCGA
AMER1,139285,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.08,Mutation,12,TCGA
CARD11,84433,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0733333333333333,Mutation,11,TCGA
APOB,338,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0733333333333333,Mutation,11,TCGA
PTPRC,5788,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0666666666666666,Mutation,10,TCGA
SMARCA1,6594,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0666666666666666,Mutation,10,TCGA
BRCA2,675,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0666666666666666,Mutation,10,TCGA
SOX9,6662,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0666666666666666,Mutation,10,TCGA
PCBP1,5093,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0666666666666666,Mutation,10,TCGA
SETD2,29072,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.06,Mutation,9,TCGA
FAT1,2195,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.06,Mutation,9,TCGA
ARID1A,8289,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.06,Mutation,9,TCGA
PTEN,5728,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.06,Mutation,9,TCGA
PIK3R1,5295,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.06,Mutation,9,TCGA
NF1,4763,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0533333333333333,Mutation,8,TCGA
ATRX,546,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0533333333333333,Mutation,8,TCGA
MGA,23269,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0533333333333333,Mutation,8,TCGA
HUWE1,10075,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0533333333333333,Mutation,8,TCGA
CREBBP,1387,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0533333333333333,Mutation,8,TCGA
SPTAN1,6709,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0533333333333333,Mutation,8,TCGA
CNBD1,168975,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0533333333333333,Mutation,8,TCGA
KMT2B,9757,Gene,NCBIGene,TCGA-READ,MONDO:0002169,Disease,MONDO,gene_associated_with_condition,0.0533333333333333,Mutation,8,TCGA
TP53,7157,Gene,NCBIGene,TCGA-SARC,MONDO:0005089,Disease,MONDO,gene_associated_with_condition,0.360169491525423,Mutation,85,TCGA
ATRX,546,Gene,NCBIGene,TCGA-SARC,MONDO:0005089,Disease,MONDO,gene_associated_with_condition,0.156779661016949,Mutation,37,TCGA
RB1,5925,Gene,NCBIGene,TCGA-SARC,MONDO:0005089,Disease,MONDO,gene_associated_with_condition,0.10593220338983,Mutation,25,TCGA
APOB,338,Gene,NCBIGene,TCGA-SARC,MONDO:0005089,Disease,MONDO,gene_associated_with_condition,0.0508474576271186,Mutation,12,TCGA
BRAF,673,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.525751072961373,Mutation,245,TCGA
APOB,338,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.326180257510729,Mutation,152,TCGA
NRAS,4893,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.281115879828326,Mutation,131,TCGA
SPTA1,6708,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.276824034334763,Mutation,129,TCGA
COL5A1,1289,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.223175965665236,Mutation,104,TCGA
PLCB4,5332,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.223175965665236,Mutation,104,TCGA
MECOM,2122,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.216738197424892,Mutation,101,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.214592274678111,Mutation,100,TCGA
PTPRD,5789,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.210300429184549,Mutation,98,TCGA
MACF1,23499,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.190987124463519,Mutation,89,TCGA
KMT2A,4297,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.182403433476394,Mutation,85,TCGA
KMT2C,58508,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.182403433476394,Mutation,85,TCGA
ERBB4,2066,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.178111587982832,Mutation,83,TCGA
NF1,4763,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.17381974248927,Mutation,81,TCGA
HUWE1,10075,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.171673819742489,Mutation,80,TCGA
ARID2,196528,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.163090128755364,Mutation,76,TCGA
KEL,3792,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.156652360515021,Mutation,73,TCGA
TP53,7157,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.15450643776824,Mutation,72,TCGA
DMD,1756,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.152360515021459,Mutation,71,TCGA
ALK,238,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.143776824034334,Mutation,67,TCGA
CACNA1A,773,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.139484978540772,Mutation,65,TCGA
PTPRC,5788,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.137339055793991,Mutation,64,TCGA
APC,324,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.137339055793991,Mutation,64,TCGA
FAT1,2195,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.137339055793991,Mutation,64,TCGA
TLR4,7099,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.13519313304721,Mutation,63,TCGA
ZFHX3,463,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.13519313304721,Mutation,63,TCGA
MGA,23269,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.130901287553648,Mutation,61,TCGA
CDKN2A,1029,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.130901287553648,Mutation,61,TCGA
CARD11,84433,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.128755364806866,Mutation,60,TCGA
CHD8,57680,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.124463519313304,Mutation,58,TCGA
KMT2B,9757,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.122317596566523,Mutation,57,TCGA
IL7R,3575,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.122317596566523,Mutation,57,TCGA
SETBP1,26040,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.120171673819742,Mutation,56,TCGA
EPHA3,2042,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.118025751072961,Mutation,55,TCGA
FLNA,2316,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.11587982832618,Mutation,54,TCGA
CREBBP,1387,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.11587982832618,Mutation,54,TCGA
POLQ,10721,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.11587982832618,Mutation,54,TCGA
ATR,545,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.113733905579399,Mutation,53,TCGA
BRCA2,675,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.111587982832618,Mutation,52,TCGA
MTOR,2475,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.109442060085836,Mutation,51,TCGA
NCOR1,9611,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.109442060085836,Mutation,51,TCGA
DICER1,23405,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.109442060085836,Mutation,51,TCGA
USP9X,8239,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.105150214592274,Mutation,49,TCGA
FLT3,2322,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.105150214592274,Mutation,49,TCGA
SMARCA4,6597,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.100858369098712,Mutation,47,TCGA
KIF1A,547,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.100858369098712,Mutation,47,TCGA
PTEN,5728,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.0987124463519313,Mutation,46,TCGA
GABRA6,2559,Gene,NCBIGene,TCGA-SKCM,MONDO:0005012,Disease,MONDO,gene_associated_with_condition,0.0987124463519313,Mutation,46,TCGA
